epoch,train_loss,val_loss,train_rmse,val_rmse,train_mae,val_mae
1,7943.573655060213,6581.631595975321,89.1267280621263,81.1272555678751,79.49051345074867,70.7097263476085
2,6916.165369029724,5932.566167481663,83.16348579172066,77.02315345064537,72.58428492850474,65.97511914540037
3,6304.884906547447,5409.503776121256,79.40330538804696,73.54932886248015,68.65442682217822,62.43883829653117
4,5783.215887616223,4962.693743792023,76.04745812725251,70.44638914658454,65.36753681746663,59.497800048231205
5,5325.810632482094,4556.922079146929,72.97815174750656,67.50497818047887,62.40670991440236,56.56484022816702
6,4902.4760310943875,4178.296728754393,70.01768370272175,64.63974573553328,59.287809191885245,53.36566027802185
7,4514.726138719559,3837.2923628753438,67.19171183054915,61.94588253367082,56.376555685202554,50.67157534573655
8,4159.242753300415,3524.278384779951,64.49219141338287,59.36563302770342,53.72905432494467,48.107112670003055
9,3832.434721653009,3238.907153738157,61.90666136736021,56.91139739751746,51.200479926537966,45.79447537820904
10,3531.352422454494,2975.4347899793706,59.42518340278382,54.547546140769434,48.816471966530365,43.55129758652964
11,3253.5925800195,2732.9094990401513,57.04027156333935,52.27723691091708,46.54440782719673,41.383297796645785
12,2998.6881738139414,2512.6704268700337,54.76027916121266,50.12654413452052,44.44856273287831,39.461768115353756
13,2763.664645472489,2309.745177476505,52.570568243766296,48.05980833790856,42.48288216087298,37.626657499952245
14,2547.809672872162,2122.8833953932035,50.475832562446776,46.07475876652208,40.64066883353361,35.88984019832098
15,2349.2134893174502,1951.6330497760353,48.468685657003846,44.1772911095286,38.89681879987162,34.229991661015816
16,2165.2750186647104,1797.58953245578,46.53251571390387,42.397989721869834,37.20806640354839,32.75546421340159
17,1996.2264374748074,1650.9140750353376,44.67914991889178,40.63144195121972,35.5743430238087,31.22390112841916
18,1838.7591913483006,1518.1322651235864,42.88075548947687,38.96321682206933,34.00796419509475,29.906091368285836
19,1694.1419598712441,1394.8136550418321,41.159955780725085,37.34720411278242,32.52793860954898,28.48450721796684
20,1560.8907928034118,1280.9495136288967,39.50811046865456,35.790355036362755,31.133989285166248,27.20723166617321
21,1437.808379690053,1176.3347233630043,37.91844379309432,34.297736417481026,29.8048365441453,25.95507140964051
22,1322.8547501822907,1082.5024352878113,36.37107023696568,32.901404761617876,28.494935335744607,24.918034560522997
23,1217.0796581521322,998.2384000372479,34.88666877407661,31.594910983214493,27.28008165734793,23.910843007430472
24,1120.7716389067796,920.9814232264288,33.477927637576066,30.34767574669317,26.1337220120524,22.991495594127255
25,1032.5730979049326,849.7456254655982,32.13367544967324,29.150396660519018,25.073507755225982,22.095430481404723
26,952.4689335571433,785.6328821905084,30.862095417471952,28.029143443753476,24.07976416478275,21.33596742065728
27,882.7503920914647,728.0385509388371,29.711115631888763,26.982189513433433,23.281083952631146,20.474855530232848
28,816.2983789241481,681.2462520832537,28.570935912639406,26.10069447511414,22.369924022775606,19.913704720569413
29,756.8233928061742,631.7122649027258,27.51042334836333,25.13388678463253,21.572213973698258,19.21283205214223
30,703.3003801630364,590.9327639554124,26.519811088373846,24.309108662298016,20.8240474345023,18.588649460622324
31,654.2449300633945,556.1010484019235,25.578212018501105,23.581794851154218,20.13735987452668,18.17759805320236
32,608.5900632511474,516.6831398663136,24.669618222646807,22.730665187501963,19.44774053330754,17.50495444300122
33,566.7888570851875,485.4458023481672,23.80732780227944,22.03283464169255,18.85086497947861,17.10943916899068
34,522.0452631193125,455.94524169026494,22.848309852575802,21.35287431916989,18.068750854382436,16.514649183651056
35,482.2242521468976,434.2255891459495,21.95960500889981,20.838080265368724,17.361462951951424,16.233839860463785
36,448.107408050383,423.44790947874486,21.168547613154356,20.57784997220907,16.777115295566343,15.929139302820332
37,419.26418271886917,389.24610703148875,20.47594155878721,19.72932099773048,16.276150940941843,15.391175584863042
38,391.6006465779687,383.5978210747679,19.788902106432502,19.585653450287737,15.736865305292119,15.222038586157167
39,368.4913742072817,376.6124184755358,19.19612914645246,19.40650454037346,15.312321862950844,15.085772003696134
40,347.42748239127934,345.54041169033655,18.639406707062307,18.588717322352732,14.931874491085246,14.505761703826979
41,325.7610483468342,316.3611253211434,18.048851718234992,17.78654337754088,14.432662760191533,14.096513892735713
42,303.15357169680215,310.78783724535356,17.41130585845881,17.629175739249796,13.943666167522714,14.012211806616747
43,283.63880430216676,298.7511290757755,16.841579626097037,17.284418679139183,13.503036839889948,13.629168745940937
44,268.92958851363187,292.1590356803465,16.399072794326877,17.092660286811604,13.121537032649432,13.597130437351964
45,251.82439795291657,262.97528770092356,15.868975957916017,16.216512809507584,12.767773999771444,13.033586422796645
46,239.4882606418229,251.0537686895916,15.475408254447535,15.844676351683287,12.467424322653711,12.829042243491175
47,222.69620181439254,251.7717090410825,14.923009140732727,15.867315747822078,12.032986143943111,12.522311035753171
48,208.84003085827578,245.02854035244593,14.4512985872646,15.653387504065883,11.649570780890686,12.421051771541679
49,200.7175453650901,245.27692321926574,14.167481969817011,15.661319332012413,11.411312688707078,12.254116813827553
50,185.27089498514488,244.5409142976868,13.61142516363165,15.637804011359357,10.959974513062798,12.213844056817313
