model,window_size,stride,num_features,hidden_dim,num_layers,batch_size,epochs,lr,early_stopping,early_stopping_patience,early_stopping_min_delta,restore_best,trained_epochs,best_epoch,best_val_rmse,best_val_mae,seed,device,train_rmse,train_mae,val_rmse,val_mae,checkpoint_path
gru,30,1,24,256,1,256,100,0.001,True,15,0.1,True,32,30,22.088958757590785,15.305558407510697,42,cuda,29.68282699584961,18.88804817199707,22.088960647583008,15.305559158325195,C:\learning\Projects\Sensor Time-Series Deep Learning Benchmark for Predictive Maintenance\results\gru\gru_fd001_hidden_dim_256.pt
