epoch,train_loss,val_loss,train_rmse,val_rmse,train_mae,val_mae
1,12382.31248250711,8057.737868180776,111.27583961717436,89.7649033207343,92.67528347936407,75.55761778442084
2,10721.239691284947,6926.080775328545,103.54341935287316,83.2230783817118,83.64403631604883,67.41946970746103
3,9506.410801055463,5979.2726686659535,97.5008246173101,77.32575682569136,76.7163193663981,61.82351468186507
4,8422.986889653503,5145.767554248167,91.77683198745478,71.73400556394552,71.24527509628518,56.79231273399297
5,7474.899453573466,4434.404370296264,86.45750085199934,66.59132353615044,66.28911849075403,52.25780086004355
6,6588.4783324393275,3723.690891704233,81.16944210994262,61.02205250320767,61.03623121844526,46.20067463993735
7,5747.389162148684,3114.2747566950643,75.81153713089245,55.805687494153,54.723586412442074,40.61832523112775
8,5012.500353707574,2589.3315728147923,70.79901379050116,50.88547506720157,49.53561204445544,35.90974437461797
9,4368.42848148685,2154.13927327275,66.09408809785373,46.41270594646201,44.93365696754616,32.19696059844896
10,3818.69963258516,1799.5466025056348,61.79562794069788,42.421063193956314,41.10788837456342,29.04185026956945
11,3333.5857323131354,1507.2584544883673,57.73721271687035,38.82342661961161,37.600713284383865,26.398240217661215
12,2914.1478057804343,1284.4521772389307,53.982847329317806,35.8392546970348,34.59628133591102,24.534301235506764
13,2571.6976792237697,1093.8650770863578,50.71190865293644,33.07363114455922,32.05824905903114,22.463848757568957
14,2300.3295962431757,977.730616637139,47.96175138840507,31.268684280556784,30.03001225988139,21.464899338253552
15,2106.3513408502326,885.3653558483917,45.89500344100905,29.755089578900474,28.77951256435222,20.52840738832805
16,1942.499826464121,801.141663866113,44.073799773381474,28.30444600881835,27.445063884842487,19.462752437824726
17,1800.3696996967315,766.0133981121782,42.430763600207946,27.67694705187294,26.29482667721013,19.355806234121907
18,1686.529795895128,702.8787007599997,41.067381166749946,26.511859624703803,25.442824423531626,18.752401188708166
19,1582.272426669335,659.3331176459352,39.777788106798184,25.67748269682866,24.513427548639687,17.954652818898992
20,1498.8961808328452,624.4730074633013,38.71558059532163,24.989457926559776,23.77451935753683,17.68659417261996
21,1425.76572177654,570.2297665472427,37.75931304693638,23.879484218618348,23.078449344509693,16.655797832461033
22,1373.4787408121806,591.7082441931541,37.06047410398551,24.325053837415325,22.700578231173058,16.600709723959927
23,1350.4154139945547,590.5965524687452,36.74799877536945,24.302192338732432,22.467357322861194,17.15263303276379
24,1298.2981473544266,555.5290237837141,36.03190457572881,23.569663208958122,22.050269363480357,16.270180998338173
25,1270.8780937846482,562.3888184936822,35.649377186490206,23.71473842347164,21.871555673720735,16.94666497340121
26,1234.3440666238305,573.4458310003677,35.13323307957624,23.946729025074962,21.51474856571815,16.950576521073693
27,1206.3454645733193,541.374205274512,34.732484284504025,23.267449479358753,21.23477085260478,16.291398773566435
28,1185.6327243348244,570.6811060823846,34.43301793823516,23.88893271124486,21.122921013998635,16.88395791648361
29,1141.8813497331084,618.2632443304458,33.791734932274615,24.8648998455744,20.563364868037425,17.705906203440176
30,1123.6215774131947,529.2072767336969,33.52046505365334,23.004505574641176,20.411614238428488,15.867646233668246
31,1110.2749352779979,552.162635933799,33.32078833518196,23.498141116560667,20.423943601708928,16.270625256675963
32,1070.497730508666,561.0378634352555,32.71846161586247,23.68623784891251,19.978693559428816,16.50582661896871
33,1076.4134192310746,523.612883551488,32.80873998237474,22.88258909196003,20.142977523460733,16.07034048066454
34,1041.3270808488421,572.0644929694663,32.2695999486954,23.917869741460386,19.708350088909807,16.782838928670348
35,1013.043994570349,531.7276602374312,31.82835205552353,23.059220720515064,19.47543577894283,15.999131405557572
36,988.5303606951053,621.1127690919162,31.44090266985198,24.92213411993275,19.150395183957656,17.7546894101467
37,976.1833792003872,578.246034281761,31.24393347836324,24.04674685444501,19.181383297167855,16.71699632117684
38,951.0907327129729,594.1324045792186,30.839758960033603,24.374831375400703,18.871904704141883,16.933120317155982
39,936.4007408331519,600.3272670009026,30.600665692647144,24.501576826826934,18.646993661225274,16.992086098071706
40,933.9967485725059,601.4402792634475,30.56136038484717,24.52427938316328,18.717327723406484,16.95843752089223
41,905.8505084689899,606.1962742887091,30.09735052241293,24.621053476419508,18.394526150721436,17.124871960479066
42,888.00195984102,593.8594693134933,29.79936173546373,24.36923202141367,18.148688546601598,17.023465256819225
43,869.6255033680228,644.0401344952198,29.48941341173172,25.377945828912548,17.973377308250917,17.52759229291622
44,866.4122921807596,702.2452829822643,29.434882234871598,26.499910999515908,18.024374061867825,18.25378074739265
45,853.6500716541506,575.8845241705188,29.217290628224763,23.997594132965055,17.86905712853478,16.61249480678866
46,841.9307398425073,689.2290331553713,29.01604280122476,26.253171868468986,17.643908563924285,18.32104738417348
47,813.3823148053467,669.2616606248329,28.519858253598432,25.870092010366584,17.364281941205522,17.947399932189793
48,813.7012529357999,605.362671271513,28.52544921531999,24.604118989947864,17.432829128375925,17.173063096323922
