model,window_size,stride,num_features,batch_size,epochs,lr,early_stopping,early_stopping_patience,early_stopping_min_delta,restore_best,trained_epochs,best_epoch,best_val_rmse,best_val_mae,seed,device,train_rmse,train_mae,val_rmse,val_mae,checkpoint_path
cnn,30,1,24,256,100,0.001,True,15,0.1,True,27,12,33.90846426610514,23.127553712127447,2,cuda,27.937545776367188,19.56395149230957,33.90846252441406,23.127553939819336,C:\learning\Projects\Sensor Time-Series Deep Learning Benchmark for Predictive Maintenance\results\cnn\cnn_fd001.pt
