model,window_size,stride,num_features,hidden_dim,batch_size,epochs,lr,seed,flattened_dim,train_rmse,train_mae,val_rmse,val_mae
mlp,30,1,24,64,256,50,0.001,42,720,32.90156173706055,22.8513126373291,25.73598861694336,19.273906707763672
