model,window_size,stride,num_features,hidden_dim,batch_size,epochs,lr,early_stopping,early_stopping_patience,early_stopping_min_delta,restore_best,trained_epochs,best_epoch,best_val_rmse,best_val_mae,seed,rul_cap,target_type,flattened_dim,train_rmse,train_mae,val_rmse,val_mae,checkpoint_path
mlp,30,1,24,64,256,100,0.001,True,15,0.1,True,86,71,23.856833740970764,18.014786027754432,42,,raw,720,30.897201538085938,21.017314910888672,23.856834411621094,18.014787673950195,C:\learning\Projects\Sensor Time-Series Deep Learning Benchmark for Predictive Maintenance\results\baselines\mlp_baseline_fd001_raw.pt
