model,window_size,stride,num_features,hidden_dim,num_layers,batch_size,epochs,lr,seed,train_rmse,train_mae,val_rmse,val_mae
gru,30,1,24,64,1,256,2,0.001,42,105.8560562133789,85.42456817626953,88.83570098876953,73.1957015991211
