model,window_size,stride,num_features,hidden_dim,num_layers,batch_size,epochs,lr,grad_clip_max_norm,early_stopping,early_stopping_patience,early_stopping_min_delta,restore_best,trained_epochs,best_epoch,best_val_rmse,best_val_mae,seed,device,rul_cap,target_type,train_rmse,train_mae,val_rmse,val_mae,checkpoint_path
lstm,30,1,24,64,1,256,100,0.001,1.0,True,15,0.1,True,70,55,24.711227387066426,16.691496608892688,42,cuda,,raw,33.57178497314453,18.51957130432129,24.711227416992188,16.691497802734375,C:\learning\Projects\Sensor Time-Series Deep Learning Benchmark for Predictive Maintenance\results\lstm\lstm_fd001_raw_hidden_dim_64.pt
